,Unnamed: 0,Team 1,Team 2,Winner,Year
1727,1727,Marquette,BYU,Marquette,2012
1728,1728,Murray St,Colorado St,Murray St,2012
1729,1729,New Mexico,Long Beach St,New Mexico,2012
1730,1730,Ohio St,Loyola MD,Ohio St,2012
1731,1731,Syracuse,NC Asheville,Syracuse,2012
1732,1732,VCU,Wichita St,VCU,2012
1733,1733,Vanderbilt,Harvard,Vanderbilt,2012
1734,1734,Wisconsin,Montana,Wisconsin,2012
1735,1735,Cincinnati,Texas,Cincinnati,2012
1736,1736,Creighton,Alabama,Creighton,2012
1737,1737,Florida,Virginia,Florida,2012
1738,1738,Florida St,St Bonaventure,Florida St,2012
1739,1739,Georgetown,Belmont,Georgetown,2012
1740,1740,Kansas,Detroit Mercy,Kansas,2012
1741,1741,Lehigh,Duke,Lehigh,2012
1742,1742,Michigan St,LIU-Brooklyn,Michigan St,2012
1743,1743,NC State,San Diego St,NC State,2012
1744,1744,Norfolk St,Missouri,Norfolk St,2012
1745,1745,North Carolina,Vermont,North Carolina,2012
1746,1746,Ohio,Michigan,Ohio,2012
1747,1747,Purdue,Saint Mary's,Purdue,2012
1748,1748,S Florida,Temple,S Florida,2012
1749,1749,Saint Louis,Memphis,Saint Louis,2012
1750,1750,Xavier,Notre Dame,Xavier,2012
1751,1751,Baylor,Colorado,Baylor,2012
1752,1752,Indiana,VCU,Indiana,2012
1753,1753,Kentucky,Iowa St,Kentucky,2012
1754,1754,Louisville,New Mexico,Louisville,2012
1755,1755,Marquette,Murray St,Marquette,2012
1756,1756,Ohio St,Gonzaga,Ohio St,2012
1757,1757,Syracuse,Kansas St,Syracuse,2012
1758,1758,Wisconsin,Vanderbilt,Wisconsin,2012
1759,1759,Cincinnati,Florida St,Cincinnati,2012
1760,1760,Florida,Norfolk St,Florida,2012
1761,1761,Kansas,Purdue,Kansas,2012
1762,1762,Michigan St,Saint Louis,Michigan St,2012
1763,1763,NC State,Georgetown,NC State,2012
1764,1764,North Carolina,Creighton,North Carolina,2012
1765,1765,Ohio,S Florida,Ohio,2012
1766,1766,Xavier,Lehigh,Xavier,2012
1767,1767,Florida,Marquette,Florida,2012
1768,1768,Louisville,Michigan St,Louisville,2012
1769,1769,Ohio St,Cincinnati,Ohio St,2012
1770,1770,Syracuse,Wisconsin,Syracuse,2012
1771,1771,Baylor,Xavier,Baylor,2012
1772,1772,Kansas,NC State,Kansas,2012
1773,1773,Kentucky,Indiana,Kentucky,2012
1774,1774,North Carolina,Ohio,North Carolina,2012
1775,1775,Louisville,Florida,Louisville,2012
1776,1776,Ohio St,Syracuse,Ohio St,2012
1777,1777,Kansas,North Carolina,Kansas,2012
1778,1778,Kentucky,Baylor,Kentucky,2012
1779,1779,Kansas,Ohio St,Kansas,2012
1780,1780,Kentucky,Louisville,Kentucky,2012
1781,1781,Kentucky,Kansas,Kentucky,2012
1782,1782,NC A&T,Liberty,NC A&T,2013
1783,1783,Saint Mary's,Middle Tenn,Saint Mary's,2013
1784,1784,J Madison,LIU-Brooklyn,J Madison,2013
1785,1785,La Salle,Boise St,La Salle,2013
1786,1786,Arizona,Belmont,Arizona,2013
1787,1787,Butler,Bucknell,Butler,2013
1788,1788,California,UNLV,California,2013
1789,1789,Colorado St,Missouri,Colorado St,2013
1790,1790,Gonzaga,Southern,Gonzaga,2013
1791,1791,Harvard,New Mexico,Harvard,2013
1792,1792,Louisville,NC A&T,Louisville,2013
1793,1793,Marquette,Davidson,Marquette,2013
1794,1794,Memphis,Saint Mary's,Memphis,2013
1795,1795,Michigan,S Dakota St,Michigan,2013
1796,1796,Michigan St,Valparaiso,Michigan St,2013
1797,1797,Oregon,Oklahoma St,Oregon,2013
1798,1798,Saint Louis,New Mexico St,Saint Louis,2013
1799,1799,Syracuse,Montana,Syracuse,2013
1800,1800,VCU,Akron,VCU,2013
1801,1801,Wichita St,Pittsburgh,Wichita St,2013
1802,1802,Creighton,Cincinnati,Creighton,2013
1803,1803,Duke,Albany,Duke,2013
1804,1804,FGCU,Georgetown,FGCU,2013
1805,1805,Florida,NW State,Florida,2013
1806,1806,Illinois,Colorado,Illinois,2013
1807,1807,Indiana,J Madison,Indiana,2013
1808,1808,Iowa St,Notre Dame,Iowa St,2013
1809,1809,Kansas,W Kentucky,Kansas,2013
1810,1810,La Salle,Kansas St,La Salle,2013
1811,1811,Miami,Pacific,Miami,2013
1812,1812,Minnesota,UCLA,Minnesota,2013
1813,1813,Mississippi,Wisconsin,Mississippi,2013
1814,1814,North Carolina,Villanova,North Carolina,2013
1815,1815,Ohio St,Iona,Ohio St,2013
1816,1816,San Diego St,Oklahoma,San Diego St,2013
1817,1817,Temple,NC State,Temple,2013
1818,1818,Arizona,Harvard,Arizona,2013
1819,1819,Louisville,Colorado St,Louisville,2013
1820,1820,Marquette,Butler,Marquette,2013
1821,1821,Michigan,VCU,Michigan,2013
1822,1822,Michigan St,Memphis,Michigan St,2013
1823,1823,Oregon,Saint Louis,Oregon,2013
1824,1824,Syracuse,California,Syracuse,2013
1825,1825,Wichita St,Gonzaga,Wichita St,2013
1826,1826,Duke,Creighton,Duke,2013
1827,1827,FGCU,San Diego St,FGCU,2013
1828,1828,Florida,Minnesota,Florida,2013
1829,1829,Indiana,Temple,Indiana,2013
1830,1830,Kansas,North Carolina,Kansas,2013
1831,1831,La Salle,Mississippi,La Salle,2013
1832,1832,Miami,Illinois,Miami,2013
1833,1833,Ohio St,Iowa St,Ohio St,2013
1834,1834,Marquette,Miami,Marquette,2013
1835,1835,Ohio St,Arizona,Ohio St,2013
1836,1836,Syracuse,Indiana,Syracuse,2013
1837,1837,Wichita St,La Salle,Wichita St,2013
1838,1838,Duke,Michigan St,Duke,2013
1839,1839,Florida,FGCU,Florida,2013
1840,1840,Louisville,Oregon,Louisville,2013
1841,1841,Michigan,Kansas,Michigan,2013
1842,1842,Syracuse,Marquette,Syracuse,2013
1843,1843,Wichita St,Ohio St,Wichita St,2013
1844,1844,Louisville,Duke,Louisville,2013
1845,1845,Michigan,Florida,Michigan,2013
1846,1846,Louisville,Wichita St,Louisville,2013
1847,1847,Michigan,Syracuse,Michigan,2013
1848,1848,Louisville,Michigan,Louisville,2013
1849,1849,Albany,Mt St Mary's,Albany,2014
1850,1850,NC State,Xavier,NC State,2014
1851,1851,Cal Poly,Texas So,Cal Poly,2014
1852,1852,Tennessee,Iowa,Tennessee,2014
1853,1853,UConn,Saint Joseph's,UConn,2014
1854,1854,Dayton,Ohio St,Dayton,2014
1855,1855,Florida,Albany,Florida,2014
1856,1856,Harvard,Cincinnati,Harvard,2014
1857,1857,Louisville,Manhattan,Louisville,2014
1858,1858,Michigan,Wofford,Michigan,2014
1859,1859,Michigan St,Delaware,Michigan St,2014
1860,1860,N Dakota St,Oklahoma,N Dakota St,2014
1861,1861,Oregon,BYU,Oregon,2014
1862,1862,Pittsburgh,Colorado,Pittsburgh,2014
1863,1863,San Diego St,New Mexico St,San Diego St,2014
1864,1864,Saint Louis,NC State,Saint Louis,2014
1865,1865,Syracuse,W Michigan,Syracuse,2014
1866,1866,Texas,Arizona St,Texas,2014
1867,1867,Villanova,Milwaukee,Villanova,2014
1868,1868,Wisconsin,American,Wisconsin,2014
1869,1869,Arizona,Weber St,Arizona,2014
1870,1870,Baylor,Nebraska,Baylor,2014
1871,1871,Creighton,Louisiana,Creighton,2014
1872,1872,Gonzaga,Oklahoma St,Gonzaga,2014
1873,1873,Iowa St,NC Central,Iowa St,2014
1874,1874,Kansas,E Kentucky,Kansas,2014
1875,1875,Kentucky,Kansas St,Kentucky,2014
1876,1876,Memphis,G Washington,Memphis,2014
1877,1877,Mercer,Duke,Mercer,2014
1878,1878,North Carolina,Providence,North Carolina,2014
1879,1879,SF Austin,VCU,SF Austin,2014
1880,1880,Stanford,New Mexico,Stanford,2014
1881,1881,Tennessee,UMass,Tennessee,2014
1882,1882,UCLA,Tulsa,UCLA,2014
1883,1883,Virginia,Coastal Car,Virginia,2014
1884,1884,Wichita St,Cal Poly,Wichita St,2014
1885,1885,UConn,Villanova,UConn,2014
1886,1886,Dayton,Syracuse,Dayton,2014
1887,1887,Florida,Pittsburgh,Florida,2014
1888,1888,Louisville,Saint Louis,Louisville,2014
1889,1889,Michigan,Texas,Michigan,2014
1890,1890,Michigan St,Harvard,Michigan St,2014
1891,1891,San Diego St,N Dakota St,San Diego St,2014
1892,1892,Wisconsin,Oregon,Wisconsin,2014
1893,1893,Arizona,Gonzaga,Arizona,2014
1894,1894,Baylor,Creighton,Baylor,2014
1895,1895,Iowa St,North Carolina,Iowa St,2014
1896,1896,Kentucky,Wichita St,Kentucky,2014
1897,1897,Stanford,Kansas,Stanford,2014
1898,1898,Tennessee,Mercer,Tennessee,2014
1899,1899,UCLA,SF Austin,UCLA,2014
1900,1900,Virginia,Memphis,Virginia,2014
1901,1901,Arizona,San Diego St,Arizona,2014
1902,1902,Dayton,Stanford,Dayton,2014
1903,1903,Florida,UCLA,Florida,2014
1904,1904,Wisconsin,Baylor,Wisconsin,2014
1905,1905,UConn,Iowa St,UConn,2014
1906,1906,Kentucky,Louisville,Kentucky,2014
1907,1907,Michigan,Tennessee,Michigan,2014
1908,1908,Michigan St,Virginia,Michigan St,2014
1909,1909,Florida,Dayton,Florida,2014
1910,1910,Wisconsin,Arizona,Wisconsin,2014
1911,1911,UConn,Michigan St,UConn,2014
1912,1912,Kentucky,Michigan,Kentucky,2014
1913,1913,UConn,Florida,UConn,2014
1914,1914,Kentucky,Wisconsin,Kentucky,2014
1915,1915,UConn,Kentucky,UConn,2014
1916,1916,Hampton,Manhattan,Hampton,2015
1917,1917,Mississippi,BYU,Mississippi,2015
1918,1918,Dayton,Boise St,Dayton,2015
1919,1919,Robert Morris,N Florida,Robert Morris,2015
1920,1920,Arizona,Texas So,Arizona,2015
1921,1921,Arkansas,Wofford,Arkansas,2015
1922,1922,Butler,Texas,Butler,2015
1923,1923,Cincinnati,Purdue,Cincinnati,2015
1924,1924,Georgetown,E Washington,Georgetown,2015
1925,1925,Georgia St,Baylor,Georgia St,2015
1926,1926,Kentucky,Hampton,Kentucky,2015
1927,1927,NC State,LSU,NC State,2015
1928,1928,North Carolina,Harvard,North Carolina,2015
1929,1929,Notre Dame,Northeastern,Notre Dame,2015
1930,1930,Ohio St,VCU,Ohio St,2015
1931,1931,UAB,Iowa St,UAB,2015
1932,1932,UCLA,SMU,UCLA,2015
1933,1933,Utah,SF Austin,Utah,2015
1934,1934,Villanova,Lafayette,Villanova,2015
1935,1935,Xavier,Mississippi,Xavier,2015
1936,1936,Dayton,Providence,Dayton,2015
1937,1937,Duke,Robert Morris,Duke,2015
1938,1938,Gonzaga,N Dakota St,Gonzaga,2015
1939,1939,Iowa,Davidson,Iowa,2015
1940,1940,Kansas,New Mexico St,Kansas,2015
1941,1941,Louisville,UC Irvine,Louisville,2015
1942,1942,Maryland,Valparaiso,Maryland,2015
1943,1943,Michigan St,Georgia,Michigan St,2015
1944,1944,N Iowa,Wyoming,N Iowa,2015
1945,1945,Oklahoma,Albany,Oklahoma,2015
1946,1946,Oregon,Oklahoma St,Oregon,2015
1947,1947,San Diego St,St John's,San Diego St,2015
1948,1948,Virginia,Belmont,Virginia,2015
1949,1949,West Virginia,Buffalo,West Virginia,2015
1950,1950,Wichita St,Indiana,Wichita St,2015
1951,1951,Wisconsin,Coastal Car,Wisconsin,2015
1952,1952,Arizona,Ohio St,Arizona,2015
1953,1953,Kentucky,Cincinnati,Kentucky,2015
1954,1954,NC State,Villanova,NC State,2015
1955,1955,North Carolina,Arkansas,North Carolina,2015
1956,1956,Notre Dame,Butler,Notre Dame,2015
1957,1957,UCLA,UAB,UCLA,2015
1958,1958,Utah,Georgetown,Utah,2015
1959,1959,Xavier,Georgia St,Xavier,2015
1960,1960,Duke,San Diego St,Duke,2015
1961,1961,Gonzaga,Iowa,Gonzaga,2015
1962,1962,Louisville,N Iowa,Louisville,2015
1963,1963,Michigan St,Virginia,Michigan St,2015
1964,1964,Oklahoma,Dayton,Oklahoma,2015
1965,1965,West Virginia,Maryland,West Virginia,2015
1966,1966,Wichita St,Kansas,Wichita St,2015
1967,1967,Wisconsin,Oregon,Wisconsin,2015
1968,1968,Arizona,Xavier,Arizona,2015
1969,1969,Kentucky,West Virginia,Kentucky,2015
1970,1970,Notre Dame,Wichita St,Notre Dame,2015
1971,1971,Wisconsin,North Carolina,Wisconsin,2015
1972,1972,Duke,Utah,Duke,2015
1973,1973,Gonzaga,UCLA,Gonzaga,2015
1974,1974,Louisville,NC State,Louisville,2015
1975,1975,Michigan St,Oklahoma,Michigan St,2015
1976,1976,Kentucky,Notre Dame,Kentucky,2015
1977,1977,Wisconsin,Arizona,Wisconsin,2015
1978,1978,Duke,Gonzaga,Duke,2015
1979,1979,Michigan St,Louisville,Michigan St,2015
1980,1980,Duke,Michigan St,Duke,2015
1981,1981,Wisconsin,Kentucky,Wisconsin,2015
1982,1982,Duke,Wisconsin,Duke,2015
1983,1983,FGCU,F Dickinson,FGCU,2016
1984,1984,Wichita St,Vanderbilt,Wichita St,2016
1985,1985,Holy Cross,Southern,Holy Cross,2016
1986,1986,Michigan,Tulsa,Michigan,2016
1987,1987,Little Rock,Purdue,Little Rock,2016
1988,1988,Butler,Texas Tech,Butler,2016
1989,1989,UConn,Colorado,UConn,2016
1990,1990,Duke,NC Wilmington,Duke,2016
1991,1991,Gonzaga,Seton Hall,Gonzaga,2016
1992,1992,Indiana,Chattanooga,Indiana,2016
1993,1993,Iowa St,Iona,Iowa St,2016
1994,1994,Kansas,Austin Peay,Kansas,2016
1995,1995,Kentucky,Stony Brook,Kentucky,2016
1996,1996,Miami,Buffalo,Miami,2016
1997,1997,North Carolina,FGCU,North Carolina,2016
1998,1998,Providence,USC,Providence,2016
1999,1999,Utah,Fresno St,Utah,2016
2000,2000,Virginia,Hampton,Virginia,2016
2001,2001,Wichita St,Arizona,Wichita St,2016
2002,2002,Yale,Baylor,Yale,2016
2003,2003,Hawai'i,California,Hawai'i,2016
2004,2004,Iowa,Temple,Iowa,2016
2005,2005,Maryland,S Dakota St,Maryland,2016
2006,2006,Middle Tenn,Michigan St,Middle Tenn,2016
2007,2007,N Iowa,Texas,N Iowa,2016
2008,2008,Notre Dame,Michigan,Notre Dame,2016
2009,2009,Oklahoma,CS Bakersfield,Oklahoma,2016
2010,2010,Oregon,Holy Cross,Oregon,2016
2011,2011,SF Austin,West Virginia,SF Austin,2016
2012,2012,Saint Joseph's,Cincinnati,Saint Joseph's,2016
2013,2013,Syracuse,Dayton,Syracuse,2016
2014,2014,Texas A&M,Green Bay,Texas A&M,2016
2015,2015,VCU,Oregon St,VCU,2016
2016,2016,Villanova,NC Asheville,Villanova,2016
2017,2017,Wisconsin,Pittsburgh,Wisconsin,2016
2018,2018,Xavier,Weber St,Xavier,2016
2019,2019,Duke,Yale,Duke,2016
2020,2020,Gonzaga,Utah,Gonzaga,2016
2021,2021,Indiana,Kentucky,Indiana,2016
2022,2022,Iowa St,Little Rock,Iowa St,2016
2023,2023,Kansas,UConn,Kansas,2016
2024,2024,Miami,Wichita St,Miami,2016
2025,2025,North Carolina,Providence,North Carolina,2016
2026,2026,Virginia,Butler,Virginia,2016
2027,2027,Maryland,Hawai'i,Maryland,2016
2028,2028,Notre Dame,SF Austin,Notre Dame,2016
2029,2029,Oklahoma,VCU,Oklahoma,2016
2030,2030,Oregon,Saint Joseph's,Oregon,2016
2031,2031,Syracuse,Middle Tenn,Syracuse,2016
2032,2032,Texas A&M,N Iowa,Texas A&M,2016
2033,2033,Villanova,Iowa,Villanova,2016
2034,2034,Wisconsin,Xavier,Wisconsin,2016
2035,2035,Kansas,Maryland,Kansas,2016
2036,2036,Oklahoma,Texas A&M,Oklahoma,2016
2037,2037,Oregon,Duke,Oregon,2016
2038,2038,Villanova,Miami,Villanova,2016
2039,2039,North Carolina,Indiana,North Carolina,2016
2040,2040,Notre Dame,Wisconsin,Notre Dame,2016
2041,2041,Syracuse,Gonzaga,Syracuse,2016
2042,2042,Virginia,Iowa St,Virginia,2016
2043,2043,Oklahoma,Oregon,Oklahoma,2016
2044,2044,Villanova,Kansas,Villanova,2016
2045,2045,North Carolina,Notre Dame,North Carolina,2016
2046,2046,Syracuse,Virginia,Syracuse,2016
2047,2047,North Carolina,Syracuse,North Carolina,2016
2048,2048,Villanova,Oklahoma,Villanova,2016
2049,2049,Villanova,North Carolina,Villanova,2016
2050,2050,Kansas St,Wake Forest,Kansas St,2017
2051,2051,Mt St Mary's,New Orleans,Mt St Mary's,2017
2052,2052,UC Davis,NC Central,UC Davis,2017
2053,2053,USC,Providence,USC,2017
2054,2054,Arizona,North Dakota,Arizona,2017
2055,2055,Butler,Winthrop,Butler,2017
2056,2056,Florida,E Tennessee St,Florida,2017
2057,2057,Florida St,FGCU,Florida St,2017
2058,2058,Gonzaga,S Dakota St,Gonzaga,2017
2059,2059,Iowa St,Nevada,Iowa St,2017
2060,2060,Middle Tenn,Minnesota,Middle Tenn,2017
2061,2061,Northwestern,Vanderbilt,Northwestern,2017
2062,2062,Notre Dame,Princeton,Notre Dame,2017
2063,2063,Purdue,Vermont,Purdue,2017
2064,2064,Saint Mary's,VCU,Saint Mary's,2017
2065,2065,Villanova,Mt St Mary's,Villanova,2017
2066,2066,Virginia,NC Wilmington,Virginia,2017
2067,2067,West Virginia,Bucknell,West Virginia,2017
2068,2068,Wisconsin,Virginia Tech,Wisconsin,2017
2069,2069,Xavier,Maryland,Xavier,2017
2070,2070,Arkansas,Seton Hall,Arkansas,2017
2071,2071,Baylor,New Mexico St,Baylor,2017
2072,2072,Cincinnati,Kansas St,Cincinnati,2017
2073,2073,Duke,Troy,Duke,2017
2074,2074,Kansas,UC Davis,Kansas,2017
2075,2075,Kentucky,N Kentucky,Kentucky,2017
2076,2076,Louisville,Jacksonville St,Louisville,2017
2077,2077,Michigan,Oklahoma St,Michigan,2017
2078,2078,Michigan St,Miami,Michigan St,2017
2079,2079,North Carolina,Texas So,North Carolina,2017
2080,2080,Oregon,Iona,Oregon,2017
2081,2081,Rhode Island,Creighton,Rhode Island,2017
2082,2082,South Carolina,Marquette,South Carolina,2017
2083,2083,UCLA,Kent St,UCLA,2017
2084,2084,USC,SMU,USC,2017
2085,2085,Wichita St,Dayton,Wichita St,2017
2086,2086,Arizona,Saint Mary's,Arizona,2017
2087,2087,Butler,Middle Tenn,Butler,2017
2088,2088,Florida,Virginia,Florida,2017
2089,2089,Gonzaga,Northwestern,Gonzaga,2017
2090,2090,Purdue,Iowa St,Purdue,2017
2091,2091,West Virginia,Notre Dame,West Virginia,2017
2092,2092,Wisconsin,Villanova,Wisconsin,2017
2093,2093,Xavier,Florida St,Xavier,2017
2094,2094,Baylor,USC,Baylor,2017
2095,2095,Kansas,Michigan St,Kansas,2017
2096,2096,Kentucky,Wichita St,Kentucky,2017
2097,2097,Michigan,Louisville,Michigan,2017
2098,2098,North Carolina,Arkansas,North Carolina,2017
2099,2099,Oregon,Rhode Island,Oregon,2017
2100,2100,South Carolina,Duke,South Carolina,2017
2101,2101,UCLA,Cincinnati,UCLA,2017
2102,2102,Gonzaga,West Virginia,Gonzaga,2017
2103,2103,Kansas,Purdue,Kansas,2017
2104,2104,Oregon,Michigan,Oregon,2017
2105,2105,Xavier,Arizona,Xavier,2017
2106,2106,Florida,Wisconsin,Florida,2017
2107,2107,Kentucky,UCLA,Kentucky,2017
2108,2108,North Carolina,Butler,North Carolina,2017
2109,2109,South Carolina,Baylor,South Carolina,2017
2110,2110,Gonzaga,Xavier,Gonzaga,2017
2111,2111,Oregon,Kansas,Oregon,2017
2112,2112,North Carolina,Kentucky,North Carolina,2017
2113,2113,South Carolina,Florida,South Carolina,2017
2114,2114,Gonzaga,South Carolina,Gonzaga,2017
2115,2115,North Carolina,Oregon,North Carolina,2017
2116,2116,North Carolina,Gonzaga,North Carolina,2017
2117,2117,Radford,LIU-Brooklyn,Radford,2018
2118,2118,St Bonaventure,UCLA,St Bonaventure,2018
2119,2119,Syracuse,Arizona St,Syracuse,2018
2120,2120,Texas So,NC Central,Texas So,2018
2121,2121,Alabama,Virginia Tech,Alabama,2018
2122,2122,Buffalo,Arizona,Buffalo,2018
2123,2123,Duke,Iona,Duke,2018
2124,2124,Florida,St Bonaventure,Florida,2018
2125,2125,Gonzaga,NC Greensboro,Gonzaga,2018
2126,2126,Houston,San Diego St,Houston,2018
2127,2127,Kansas,Penn,Kansas,2018
2128,2128,Kentucky,Davidson,Kentucky,2018
2129,2129,Loyola Chi,Miami,Loyola Chi,2018
2130,2130,Michigan,Montana,Michigan,2018
2131,2131,Ohio St,S Dakota St,Ohio St,2018
2132,2132,Rhode Island,Oklahoma,Rhode Island,2018
2133,2133,Seton Hall,NC State,Seton Hall,2018
2134,2134,Tennessee,Wright St,Tennessee,2018
2135,2135,Texas Tech,SF Austin,Texas Tech,2018
2136,2136,Villanova,Radford,Villanova,2018
2137,2137,Auburn,Charleston,Auburn,2018
2138,2138,Butler,Arkansas,Butler,2018
2139,2139,Cincinnati,Georgia St,Cincinnati,2018
2140,2140,Clemson,New Mexico St,Clemson,2018
2141,2141,Florida St,Missouri,Florida St,2018
2142,2142,Kansas St,Creighton,Kansas St,2018
2143,2143,Marshall,Wichita St,Marshall,2018
2144,2144,Michigan St,Bucknell,Michigan St,2018
2145,2145,Nevada,Texas,Nevada,2018
2146,2146,North Carolina,Lipscomb,North Carolina,2018
2147,2147,Purdue,CS Fullerton,Purdue,2018
2148,2148,Syracuse,TCU,Syracuse,2018
2149,2149,Texas A&M,Providence,Texas A&M,2018
2150,2150,UMBC,Virginia,UMBC,2018
2151,2151,West Virginia,Murray St,West Virginia,2018
2152,2152,Xavier,Texas So,Xavier,2018
2153,2153,Duke,Rhode Island,Duke,2018
2154,2154,Gonzaga,Ohio St,Gonzaga,2018
2155,2155,Kansas,Seton Hall,Kansas,2018
2156,2156,Kentucky,Buffalo,Kentucky,2018
2157,2157,Loyola Chi,Tennessee,Loyola Chi,2018
2158,2158,Michigan,Houston,Michigan,2018
2159,2159,Texas Tech,Florida,Texas Tech,2018
2160,2160,Villanova,Alabama,Villanova,2018
2161,2161,Clemson,Auburn,Clemson,2018
2162,2162,Florida St,Xavier,Florida St,2018
2163,2163,Kansas St,UMBC,Kansas St,2018
2164,2164,Nevada,Cincinnati,Nevada,2018
2165,2165,Purdue,Butler,Purdue,2018
2166,2166,Syracuse,Michigan St,Syracuse,2018
2167,2167,Texas A&M,North Carolina,Texas A&M,2018
2168,2168,West Virginia,Marshall,West Virginia,2018
2169,2169,Florida St,Gonzaga,Florida St,2018
2170,2170,Kansas St,Kentucky,Kansas St,2018
2171,2171,Loyola Chi,Nevada,Loyola Chi,2018
2172,2172,Michigan,Texas A&M,Michigan,2018
2173,2173,Duke,Syracuse,Duke,2018
2174,2174,Kansas,Clemson,Kansas,2018
2175,2175,Texas Tech,Purdue,Texas Tech,2018
2176,2176,Villanova,West Virginia,Villanova,2018
2177,2177,Loyola Chi,Kansas St,Loyola Chi,2018
2178,2178,Michigan,Florida St,Michigan,2018
2179,2179,Kansas,Duke,Kansas,2018
2180,2180,Villanova,Texas Tech,Villanova,2018
2181,2181,Michigan,Loyola Chi,Michigan,2018
2182,2182,Villanova,Kansas,Villanova,2018
2183,2183,Villanova,Michigan,Villanova,2018
2184,2184,Belmont,Temple,Belmont,2019
2185,2185,F Dickinson,Prairie View,F Dickinson,2019
2186,2186,Arizona St,St John's,Arizona St,2019
2187,2187,N Dakota St,NC Central,N Dakota St,2019
2188,2188,Auburn,New Mexico St,Auburn,2019
2189,2189,Baylor,Syracuse,Baylor,2019
2190,2190,Florida,Nevada,Florida,2019
2191,2191,Florida St,Vermont,Florida St,2019
2192,2192,Gonzaga,F Dickinson,Gonzaga,2019
2193,2193,Kansas,Northeastern,Kansas,2019
2194,2194,Kentucky,Abl Christian,Kentucky,2019
2195,2195,LSU,Yale,LSU,2019
2196,2196,Maryland,Belmont,Maryland,2019
2197,2197,Michigan,Montana,Michigan,2019
2198,2198,Michigan St,Bradley,Michigan St,2019
2199,2199,Minnesota,Louisville,Minnesota,2019
2200,2200,Murray St,Marquette,Murray St,2019
2201,2201,Purdue,Old Dominion,Purdue,2019
2202,2202,Villanova,Saint Mary's,Villanova,2019
2203,2203,Wofford,Seton Hall,Wofford,2019
2204,2204,Buffalo,Arizona St,Buffalo,2019
2205,2205,Duke,N Dakota St,Duke,2019
2206,2206,Houston,Georgia St,Houston,2019
2207,2207,Iowa,Cincinnati,Iowa,2019
2208,2208,Liberty,Mississippi St,Liberty,2019
2209,2209,North Carolina,Iona,North Carolina,2019
2210,2210,Ohio St,Iowa St,Ohio St,2019
2211,2211,Oklahoma,Mississippi,Oklahoma,2019
2212,2212,Oregon,Wisconsin,Oregon,2019
2213,2213,Tennessee,Colgate,Tennessee,2019
2214,2214,Texas Tech,N Kentucky,Texas Tech,2019
2215,2215,UC Irvine,Kansas St,UC Irvine,2019
2216,2216,UCF,VCU,UCF,2019
2217,2217,Virginia,Gardner-Webb,Virginia,2019
2218,2218,Virginia Tech,Saint Louis,Virginia Tech,2019
2219,2219,Washington,Utah St,Washington,2019
2220,2220,Auburn,Kansas,Auburn,2019
2221,2221,Florida St,Murray St,Florida St,2019
2222,2222,Gonzaga,Baylor,Gonzaga,2019
2223,2223,Kentucky,Wofford,Kentucky,2019
2224,2224,LSU,Maryland,LSU,2019
2225,2225,Michigan,Florida,Michigan,2019
2226,2226,Michigan St,Minnesota,Michigan St,2019
2227,2227,Purdue,Villanova,Purdue,2019
2228,2228,Duke,UCF,Duke,2019
2229,2229,Houston,Ohio St,Houston,2019
2230,2230,North Carolina,Washington,North Carolina,2019
2231,2231,Oregon,UC Irvine,Oregon,2019
2232,2232,Tennessee,Iowa,Tennessee,2019
2233,2233,Texas Tech,Buffalo,Texas Tech,2019
2234,2234,Virginia,Oklahoma,Virginia,2019
2235,2235,Virginia Tech,Liberty,Virginia Tech,2019
2236,2236,Gonzaga,Florida St,Gonzaga,2019
2237,2237,Purdue,Tennessee,Purdue,2019
2238,2238,Texas Tech,Michigan,Texas Tech,2019
2239,2239,Virginia,Oregon,Virginia,2019
2240,2240,Auburn,North Carolina,Auburn,2019
2241,2241,Duke,Virginia Tech,Duke,2019
2242,2242,Kentucky,Houston,Kentucky,2019
2243,2243,Michigan St,LSU,Michigan St,2019
2244,2244,Texas Tech,Gonzaga,Texas Tech,2019
2245,2245,Virginia,Purdue,Virginia,2019
2246,2246,Auburn,Kentucky,Auburn,2019
2247,2247,Michigan St,Duke,Michigan St,2019
2248,2248,Texas Tech,Michigan St,Texas Tech,2019
2249,2249,Virginia,Auburn,Virginia,2019
2250,2250,Virginia,Texas Tech,Virginia,2019
2251,2251,Drake,Wichita St,Drake,2021
2252,2252,Norfolk St,App State,Norfolk St,2021
2253,2253,Texas So,Mt St Mary's,Texas So,2021
2254,2254,UCLA,Michigan St,UCLA,2021
2255,2255,Arkansas,Colgate,Arkansas,2021
2256,2256,Baylor,Hartford,Baylor,2021
2257,2257,Florida,Virginia Tech,Florida,2021
2258,2258,Houston,Cleveland St,Houston,2021
2259,2259,Illinois,Drexel,Illinois,2021
2260,2260,Loyola Chi,Georgia Tech,Loyola Chi,2021
2261,2261,N Texas,Purdue,N Texas,2021
2262,2262,Oklahoma St,Liberty,Oklahoma St,2021
2263,2263,Oral Roberts,Ohio St,Oral Roberts,2021
2264,2264,Oregon St,Tennessee,Oregon St,2021
2265,2265,Rutgers,Clemson,Rutgers,2021
2266,2266,Syracuse,San Diego St,Syracuse,2021
2267,2267,Texas Tech,Utah St,Texas Tech,2021
2268,2268,Villanova,Winthrop,Villanova,2021
2269,2269,West Virginia,Morehead St,West Virginia,2021
